key,lang,text
076-18948640-19134943-speaker01,False,诶面对现实挫折嘅，佢尝试想处理佢嘅一种方法，咁，呢个都系我觉得诗歌俾我哋一个美丽嘅地方啦，但系现实不能够改变嘅嘢，起码诗可以令佢靓啲。
025-6738464-6913503-speaker01,False,嗯，如果中意呢首诗嘅听众缓咧推介大家去玩一篇访谈嚟睇，系王亮和教授系访问梁炳君咁啊访谈题目就系蝉明不绝的坚持就系以呢首诗为题目嘅。😊
086-20291184-20308447-speaker00,False,🎼较早制作。
062-13120032-14491615-speaker01,False,也诗咧当时七十年代咧持续喺快报上面写一个专栏啊叫我之诗写实咁所以为咗准备呢个新年诶读新诗嘅环节咧，我都翻去重睇咗佢嘅专栏篇目啦，咁我有发现实佢每年咁上下去到元旦垂夕嘅时候都会有专栏散文系关于垂夕同新年嘅咁所以我估呢啲诗其实都系喺呢个稻生碎嘅时间点佢就有感而发写咗原来有两首都叫垂夕嘅诗啦，第一首咧喺诗集前啲嘅位置嘅诶头先你睇到廿诗嘅诗咧有时系有啲好温或者幽默嘅地方其实呢啲都系我觉得最可爱嘅地方或者系听众们睇嘅时候都会比较中意嘅地方，不如垂夕嘅第一首叫垂夕嘅诗啦，诶头先有个非整齐嘅对偶句先佢话亲树未障人一般散去人未障树一般外立好有趣一个树人交换嘅意象然后诗嘅最后咁样讲佢话真高兴节日是一个籍后让人干着一株花树走路而不会觉得是一件傻事我都要观察非常之可爱好 咁样即当你喺年廿八九走去旺角花墟要买花嘅时候咧大家都谂住一大可能桃花一大盘嘅各种劫难啊水仙啊咁样嘅嘢，平时系唔会谂住咁笨重嘅东西嘅，但只系系呢个节日里边咧谂住一大棵花树行路而大家唔会觉得，你好古怪觉得，呢个系非常之可爱嘅一个垂夕景象。😊
085-20273184-20291184-speaker01,False,🎼香港电台文。
053-11644960-11669983-speaker00,False,现一啲温暖啊。
013-3363360-4388319-speaker01,False,嗯，我同各位都觉得咧嗯，我哋成日都听到作家们诗人们回忆佢哋嘅七十年代啦，因为今日我哋所知道好多重要嘅香港作家咧其实七十年代嘅时候都仲系一个文青嚟咁所以喺睇咗好多咁样嘅回顾嘅时候我觉得七十年代好似系一个神话式嘅年代又或者喺多次嘅回顾当中咧，佢有啲被神话化咗或者浪漫化咗，咁但系即系对于美好嘅青年记忆嚟讲咧佢系值得被无限浪漫化嘅，调转嚟讲我哋作为研究者都想知道我其七十年代系点样嘅咧，系咪好似大家所讲嘅，咁神奇咧咁样所呢个系其中一个研究七十年代嘅起点啦，咁而且个喺即系阅读资料同埋系呢啲文学作品嘅过程里边会觉得嗰个年代真系一个文学就系生活嘅年代合呢本书出版社个名咁样佢哋阅读同朋友搞杂志跟住喺上面登自己嘅作品平时收咗工就讲去某个屋企里边咧就开始剪剪贴啦然后佢又印出杂志咁样咁所以佢哋嘅整个生活里边嘅每一样嘢都系同。😊
066-14999072-15099871-speaker01,False,嗯，另一首垂直咧同头先呢首有个好唔同嘅感觉，头先呢首系可爱啲咁样啊。
018-4701136-5001136-speaker01,False,自己编啦自己出啦，自己攞去发行啦上面要诶写作你自己嘅作品啦，你要写好作品先啦，然后仲同时可能会兼任埋翻译家嘅角色，佢见到啊有首好嘅诗佢自己译成中文咧登喺本杂志上面，咁，所以嗰个年代嘅每一个即系作家我都觉得，系非常之厉害嘅万能嘅作。
010-780832-811999-speaker00,False,佳琪你好，各位听众大家好。😊
031-9743392-9770975-speaker01,False,🎼蝉命还在哪里？
036-9935392-9971679-speaker01,False,但牛仍然站在树下。
009-621600-777183-speaker00,False,咁今日咧，唔单止，系有一本好好嘅诗集，我哋仲邀请到一位专家同我哋一齐欣赏呢一本诗集嘅，佢就系黄家琪啦。😊
021-5587488-5599199-speaker00,False,香港。
043-10518560-10545119-speaker01,False,雷声隐约再响。
016-4581136-4593136-speaker01,False,杂志。😊
059-12528672-12951007-speaker00,False,年三十嗰啲题材嘅，而且佢唔系一般咁样叫，我哋断写嚟下扫下地啊，即系抹下糟头佢有其他嘢讲嘅，即系好浪漫，我觉得大家可以参考下，佢倒穗嘅方法，嗱喺呢本书咧雷星与蝉名里面咧，系收录咗咧起码有三首嘅作品系同诶除夕或者系过年有关嘅，有一首咧，就叫做还差几里奴才到新年。😊
069-15687712-15723999-speaker01,False,杯与瓶成凌乱的形。
022-5603872-5658079-speaker00,False,澳门广州同肇庆系其中一辑。
028-7952208-9572319-speaker01,False,我觉得头先你用音乐呢个比喻讲得非常之好啊，呢个都系我睇嘅时候其中一个发现啦，雷声与蝉鸣呢一对嘅意象咧喺成首诗里边系出现咗几次嘅当佢隔一段时间再重复出现嘅时候就好似乐曲重复嘅乐段咁样咧再重复一次然后有轻微嘅变奏咁样成首诗嘅一开始咧就讲到啊而家系限雷嘅声然后喺雷声沉寂嘅一瞬间里边咧听到其实原来下面系有微弱嘅善明嘅呢个声音嘅对比令我觉得非常之有趣就好似，系喺闲雷嘅过程啲蝉系冇停止歌唱只不过一时间嘅雷声掩盖咗佢哋好微弱嘅声音但系当外边呢个雷声静落嚟嘅时候咧就会发现啲乐原来佢仍然喺度唱紧歌呢个大细声音之间嘅对比咧相信就系诗人佢想表达嘅其中一样嘢，出边世界可能风起云涌可能有好多阻止你发出声音嘅嘢，但系嗰啲禅咧系持续地发出佢微弱嘅坚持咁我觉得，呢个声音嘅比较非常之有趣当佢咁样描写到嘅时候在些新扬起的声音中保持自己的声音蝉命仍是不绝的坚持呢个微弱嘅抗衡嘅声音咧似乎系有时好中意写嘅一种抗衡嘅意象咯所以过咗呢度之后成首诗去到最后有几节佢又再出现翻呢一对对比嘅声音意象佢诶重复咗两次咁样讲话雷声隐约再响蝉命还在哪里，然后成首诗嘅最后一节咧就再重复一次雷声隐约再响蝉命还在哪里咁所以当佢隔咗一段佢离再重复一次嘅时候好好呢个就系就系呢一首歌嘅。😊
023-5661728-6607839-speaker00,False,跟住，系台湾最后，系浮台嘅，总共咧，系收咗梁炳君嘅八十三首诗，而梁炳君咧，佢有另外一个笔名，系叫做也诗嘅，但系梁炳君咧除咗诗同埋论文之外咧仲会有写小说啊散文啊咁吓非常多嘅著作同埋一啲学术研究，咁，佢喺二零一三年咧就离开咗，我哋啦，咁虽然佢已经离开咗啦，但系佢仲有好多珍贵嘅作品咧可以俾我哋一读再读好似今日我哋拣呢本书咧叫做雷声与蝉名呢本书咧，佢嘅点题作咧里面有一首诗好长嘅亦都系写得非常之好叫做雷声与蝉明嘅，好得意，佢标埋个地点一九七三年咧五月喺长洲嗰度写嘅，咁，我哋好多人都话咧觉得，呢首诗基本上系梁炳君嘅一首代表作啦，个诗名好清楚系写啲乜嘅，写两种声音雷声同埋蝉明。
038-10047008-10081759-speaker01,False,🎼固执地低头吃草。
064-14703216-14739216-speaker01,False,吉出嚟嗰阵时候几时买花啊。😊
077-19154464-19173343-speaker01,False,🎼关于阅读。
058-12214816-12520927-speaker00,False,啊今日，我哋有提到咧一个诶话题嘅，就系新年咧应该可以读下啲新诗迎下新岁咁样啦，咁，所以咧，我哋亦都发现咗一个特别嘅地方要介绍呢本书俾大家咧，就系梁炳君咧原来都几中意写下啲新年啊除夕啊。
006-373792-454111-speaker00,False,就嚟咧，嚟到蛇年嘞，唔知大家有冇预备好送够迎新咧。
054-11675680-11810271-speaker00,False,即系好正面嘅一个修笔呢个修结吓可能中间有好多分乱嘅地方，但系最后我哋都系可以得到一啲温暖咯。
034-9850400-9876959-speaker01,False,然后雨再剧密。
027-7547216-7952208-speaker00,False,咁或者我哋可以一齐诶欣赏下，呢首诗啊收入咗咧喺雷声与蝉明嘅一个点题作呢首诗咧，我觉得好得意啊，佢好似诶一个乐曲咁样进行好多嘅声音基本上冇乜剧情嘅，即系我哋觉得夜晚有雷声同蝉鸣好似开似有啲鬼故事 feel ，但系原来系冇噶，但系间唔中咧又有啲人物走出嚟吓一吓我哋，你觉得，呢首诗最有趣嘅地方系啲咩。😊
081-19268128-19418079-speaker00,False,🎼我哋咧头先有提过帮梁炳君呢个类星与蝉名写序嘅一位艺术家佢叫做王楚桥嘅。
014-4391968-4516831-speaker01,False,文学有关嘅，嗰个年代嘅感觉同今日即系我哋喺廿一世纪嘅文青们咧，嗰个生活嘅环境亦好，唔同。
017-4593136-4701136-speaker00,False,喺度编紧杂志去整出系哦就唔单止系睇书咁简单，系做一啲即系更加专业嘅文艺活动，佢哋嘅。😊
040-10367520-10413023-speaker01,False,某西山仍坚持完整的轮廓。
078-19175456-19193823-speaker00,False,🎼关于文学。
045-10598432-10647519-speaker01,False,在最猛烈的雷霆和闪电中歌唱。
050-10909216-10920415-speaker00,False,常州。
051-11120672-11494367-speaker00,False,我都系同嘉琪一样心有灵犀咧，最中意，不过我谂好耐冇听众朋友唔中意吓睇完呢首诗就最中意呢两句雷声隐约在响蝉鸣还在哪里，而喺呢首诗里面咧，佢有时咧又有啲好幽默嘅地方，譬如话咧有个女子咧，就系经过只蝉啊，经过啲牛啊，佢又会学啲动物嘅叫声。😊
047-10732576-10775519-speaker01,False,等待中肌肤上一阵清凉。
015-4527136-4581136-speaker00,False,即系我哋睇 net 嘅时候咧，佢哋就喺度剪。😊
033-9813024-9837023-speaker01,False,模仿他的名叫。
075-16933104-18944991-speaker01,False,非常之可爱嘅一个年嘅说话啦，然后首先路向下啦佢提到话即系过咗新年我哋会觉得啊新年应该有啲培目标啦，我要过新成为新嘅人咁样系诗人喺度咁样讲，我营造各种愚蠢的事情再寒天走路怀疑所有的孩子吃许多如骨觉得呢个描写非常之有趣当系冬天行好啊嘛咪乜问题啊咁佢怀疑所有嘅孩子呢个质问非常之有趣然后佢都再讲咗可以话系一个现实嘅状况过咗新年之后咧亦都仲系原本嘅你咁所以原本做紧愚蠢嘅事情呢新年之后都仲系做紧愚蠢嘅事一个过新年嘅可以严使有咁多期待嘅感觉首诗咁样讲话我已经过这么多事情所以也不要假装我知道惺中的淡并不会使太阳更壮丽地升起我得雅思嘅诗令大觉得中意嘅原因之一呢，佢并唔系写一啲好宏大或者好英雄气概嘅嘢，佢谈论日常生活嘅方法或者佢讲新年新目标嘅方法其实，系好贴地用而家我哋嘅说话嚟讲我哋唔需要期待新嘅一年太阳有啲一样因为我哋自己都冇咩一样我哋无论喺迎接新岁嘅时候发表咗几多可能伟大嘅目标都好啦吓其实太阳系唔会更壮丽地升起个世界系唔会因为我哋改变嘅咁所以呢一个好反高潮式嘅写法咧，系我觉得廿思呢一施令到好多人有共鸣嘅原因之一即系当年佢一九七几年佢佢仲未系一个大学教授啦佢仲未系香港殿堂级嘅作家其实佢只系同我哋一样系一啲好普通嘅即系香港年轻人咁样咁所以佢面对好多现实嘅挫折佢会有好多唔明白个世界点样运作嘅方法，喺面对呢一啲不能够移趣嘅障碍嘅时候咧，佢谂到一啲嗯改变自己心态嘅方法无论系幽默嘅说话又好啦，刚才我见到喺啲思作里边佢讲到嗰种善命坚持都好啦，其实都系呢一种。😊
019-5001136-5527519-speaker00,False,嗯，话，呢一样嘢，你就诶喺当代仲可以做到，我话唔得啦，即系我话见到薛师可能唔系好诶顺眼即系改下啲翻译啊，或者就系即系帮佢校对一下咁样啊，咁都系真系一个好专业同埋好专注于艺术嘅一班年青人吓，咁样听落去咁啊都系令人好羡慕嘅一个好嘅年代吓咁啊，呢本书咧雷声与善名里面都收咗好多新诗嘅，佢主要咧，系一九六零至到一九七零年代写成嘅，分成有七辑咯。😊
005-336416-367583-speaker00,False,大家好，欢迎收听开卷乐。😊
003-264224-275935-speaker01,False,🎼主持。
074-16897104-16933104-speaker00,False,得噶，你丑样，系呢个动力都。
057-11893792-11919327-speaker00,False,🎼周子欣。
063-14493216-14703216-speaker00,False,我都觉得，呢首诗咧最后呢两句好得意，因为其实我本身冇谂过，呢件系一件傻事嚟嘅，睇完之后突然间觉得好傻，我甚至会幻想下咧，即系你同我嗰啲嘅学生咧突然间见到，我哋喺花市咧台厨铺。😊
080-19221104-19230687-speaker00,False,🎼いい？
037-9985056-10033119-speaker01,False,黑色皮毛反映着湿润的微光。
046-10663456-10719711-speaker01,False,🎼蝉明是粗笔浓墨间的清趣点分。
004-278048-295903-speaker00,False,🎼周子欣。
000-120864-165855-speaker01,False,🎼国度带来阅读新感觉。
067-15103520-15637471-speaker01,False,而家呢一首咧，有种比较冷静啲嘅感觉写出嚟首诗好似，系画紧一幅画咁样，有啲地方就系用咗绘画嘅比喻嗯诶甚至可能，佢系讲紧一幅佢当时眼前见到嘅幅画啦，咁，所以佢话树下披花的攞里近看似无数参差不俗，真系讲紧一幅画然后喺铺展眼前呢个除直景象嘅时候咧，用咗一种好似写景嘅方法咧去到写呢一首诗除咗呢个情调好唔一样之外啦，呢首诗嘅头两句咧，我觉得好特别嘅，系佢用咗好多单音节词造成咗一种。
008-575008-617951-speaker00,False,所谓咧新师可以迎身税。
020-5531680-5581279-speaker00,False,诶包括系未声突然性演出。
056-11879968-11891679-speaker01,False,🎼主持。😊
052-11501600-11641311-speaker00,False,我觉得，呢度好似好似声援佢哋咁啊，但系嗰首诗咧讲到最后咧，亦都系话，我哋最后要发现啲咩咧，佢就话，我哋其实，系要发。😊
055-11858464-11871199-speaker00,False,体拳な。
030-9700896-9731039-speaker01,False,雷声隐约再行。
079-19203104-19221104-speaker01,False,开卷后记。
